"study_id","d2v2g_scored","String"
"overall_score","d2v2g_scored","Float64"
"pub_date","d2v2g_scored","Nullable(String)"
"pub_journal","d2v2g_scored","Nullable(String)"
"pub_title","d2v2g_scored","Nullable(String)"
"pub_author","d2v2g_scored","Nullable(String)"
"has_sumstats","d2v2g_scored","UInt8"
"trait_reported","d2v2g_scored","String"
"trait_efos","d2v2g_scored","Array(String)"
"ancestry_initial","d2v2g_scored","Array(String)"
"ancestry_replication","d2v2g_scored","Array(String)"
"n_initial","d2v2g_scored","Nullable(UInt32)"
"n_replication","d2v2g_scored","Nullable(UInt32)"
"n_cases","d2v2g_scored","Nullable(UInt32)"
"num_assoc_loci","d2v2g_scored","Nullable(UInt32)"
"lead_chrom","d2v2g_scored","Enum8('1' = 1, '2' = 2, '3' = 3, '4' = 4, '5' = 5, '6' = 6, '7' = 7, '8' = 8, '9' = 9, '10' = 10, '11' = 11, '12' = 12, '13' = 13, '14' = 14, '15' = 15, '16' = 16, '17' = 17, '18' = 18, '19' = 19, '20' = 20, '21' = 21, '22' = 22, 'X' = 23, 'Y' = 24, 'MT' = 25)"
"lead_pos","d2v2g_scored","UInt32"
"lead_ref","d2v2g_scored","String"
"pmid","d2v2g_scored","Nullable(String)"
"tag_chrom","d2v2g_scored","Enum8('1' = 1, '2' = 2, '3' = 3, '4' = 4, '5' = 5, '6' = 6, '7' = 7, '8' = 8, '9' = 9, '10' = 10, '11' = 11, '12' = 12, '13' = 13, '14' = 14, '15' = 15, '16' = 16, '17' = 17, '18' = 18, '19' = 19, '20' = 20, '21' = 21, '22' = 22, 'X' = 23, 'Y' = 24, 'MT' = 25)"
"tag_pos","d2v2g_scored","UInt32"
"tag_ref","d2v2g_scored","String"
"tag_alt","d2v2g_scored","String"
"overall_r2","d2v2g_scored","Nullable(Float64)"
"AFR_1000G_prop","d2v2g_scored","Nullable(Float64)"
"AMR_1000G_prop","d2v2g_scored","Nullable(Float64)"
"EAS_1000G_prop","d2v2g_scored","Nullable(Float64)"
"EUR_1000G_prop","d2v2g_scored","Nullable(Float64)"
"SAS_1000G_prop","d2v2g_scored","Nullable(Float64)"
"log10_ABF","d2v2g_scored","Nullable(Float64)"
"posterior_prob","d2v2g_scored","Nullable(Float64)"
"odds_ratio","d2v2g_scored","Nullable(Float64)"
"oddsr_ci_lower","d2v2g_scored","Nullable(Float64)"
"oddsr_ci_upper","d2v2g_scored","Nullable(Float64)"
"direction","d2v2g_scored","Nullable(String)"
"beta","d2v2g_scored","Nullable(Float64)"
"beta_ci_lower","d2v2g_scored","Nullable(Float64)"
"beta_ci_upper","d2v2g_scored","Nullable(Float64)"
"pval_mantissa","d2v2g_scored","Float64"
"pval_exponent","d2v2g_scored","Int32"
"pval","d2v2g_scored","Float64"
"gene_id","d2v2g_scored","String"
"feature","d2v2g_scored","String"
"type_id","d2v2g_scored","String"
"source_id","d2v2g_scored","String"
"fpred_labels","d2v2g_scored","Array(String)"
"fpred_scores","d2v2g_scored","Array(Float64)"
"fpred_max_label","d2v2g_scored","Nullable(String)"
"fpred_max_score","d2v2g_scored","Nullable(Float64)"
"qtl_beta","d2v2g_scored","Nullable(Float64)"
"qtl_se","d2v2g_scored","Nullable(Float64)"
"qtl_pval","d2v2g_scored","Nullable(Float64)"
"qtl_score","d2v2g_scored","Nullable(Float64)"
"interval_score","d2v2g_scored","Nullable(Float64)"
"qtl_score_q","d2v2g_scored","Nullable(Float64)"
"interval_score_q","d2v2g_scored","Nullable(Float64)"
"d","d2v2g_scored","Nullable(UInt32)"
"distance_score","d2v2g_scored","Nullable(Float64)"
"distance_score_q","d2v2g_scored","Nullable(Float64)"
"source_list","d2v2g_scored","Array(String)"
"source_score_list","d2v2g_scored","Array(Float64)"
"lead_alt","d2v2g_scored","String"
"gene_id","genes","String"
"description","genes","String"
"gene_name","genes","String"
"biotype","genes","String"
"chr","genes","String"
"tss","genes","UInt32"
"start","genes","UInt32"
"end","genes","UInt32"
"fwdstrand","genes","UInt8"
"exons","genes","String"
"y_proba_logo_pathogenicity","l2g_by_gsl","Float64"
"chrom","l2g_by_gsl","String"
"pos","l2g_by_gsl","UInt32"
"ref","l2g_by_gsl","String"
"alt","l2g_by_gsl","String"
"gene_id","l2g_by_gsl","String"
"training_clf","l2g_by_gsl","String"
"training_gs","l2g_by_gsl","String"
"training_fold","l2g_by_gsl","String"
"y_proba_dist_foot","l2g_by_gsl","Float64"
"y_proba_dist_tss","l2g_by_gsl","Float64"
"y_proba_full_model","l2g_by_gsl","Float64"
"y_proba_logi_distance","l2g_by_gsl","Float64"
"y_proba_logi_interaction","l2g_by_gsl","Float64"
"y_proba_logi_molecularQTL","l2g_by_gsl","Float64"
"y_proba_logi_pathogenicity","l2g_by_gsl","Float64"
"y_proba_logo_distance","l2g_by_gsl","Float64"
"y_proba_logo_interaction","l2g_by_gsl","Float64"
"y_proba_logo_molecularQTL","l2g_by_gsl","Float64"
"study_id","l2g_by_gsl","String"
"study_id","l2g_by_slg","String"
"chrom","l2g_by_slg","String"
"pos","l2g_by_slg","UInt32"
"ref","l2g_by_slg","String"
"alt","l2g_by_slg","String"
"gene_id","l2g_by_slg","String"
"training_clf","l2g_by_slg","String"
"training_gs","l2g_by_slg","String"
"training_fold","l2g_by_slg","String"
"y_proba_dist_foot","l2g_by_slg","Float64"
"y_proba_dist_tss","l2g_by_slg","Float64"
"y_proba_full_model","l2g_by_slg","Float64"
"y_proba_logi_distance","l2g_by_slg","Float64"
"y_proba_logi_interaction","l2g_by_slg","Float64"
"y_proba_logi_molecularQTL","l2g_by_slg","Float64"
"y_proba_logi_pathogenicity","l2g_by_slg","Float64"
"y_proba_logo_distance","l2g_by_slg","Float64"
"y_proba_logo_interaction","l2g_by_slg","Float64"
"y_proba_logo_molecularQTL","l2g_by_slg","Float64"
"y_proba_logo_pathogenicity","l2g_by_slg","Float64"
"ldSetSize","manhattan","Nullable(UInt64)"
"chrom","manhattan","Enum8('1' = 1, '2' = 2, '3' = 3, '4' = 4, '5' = 5, '6' = 6, '7' = 7, '8' = 8, '9' = 9, '10' = 10, '11' = 11, '12' = 12, '13' = 13, '14' = 14, '15' = 15, '16' = 16, '17' = 17, '18' = 18, '19' = 19, '20' = 20, '21' = 21, '22' = 22, 'X' = 23, 'Y' = 24, 'MT' = 25)"
"pos","manhattan","UInt32"
"ref","manhattan","String"
"alt","manhattan","String"
"pval","manhattan","Float64"
"pval_mantissa","manhattan","Float64"
"pval_exponent","manhattan","Int32"
"odds","manhattan","Nullable(Float64)"
"oddsL","manhattan","Nullable(Float64)"
"oddsU","manhattan","Nullable(Float64)"
"direction","manhattan","Nullable(String)"
"beta","manhattan","Nullable(Float64)"
"betaL","manhattan","Nullable(Float64)"
"betaU","manhattan","Nullable(Float64)"
"credibleSetSize","manhattan","Nullable(UInt64)"
"study","manhattan","String"
"uniq_variants","manhattan","UInt64"
"top10_genes_raw_ids","manhattan","Array(Nullable(String))"
"top10_genes_raw_score","manhattan","Array(Float64)"
"top10_genes_coloc_ids","manhattan","Array(Nullable(String))"
"top10_genes_coloc_score","manhattan","Array(Float64)"
"top10_genes_l2g_ids","manhattan","Array(Nullable(String))"
"top10_genes_l2g_score","manhattan","Array(Float64)"
"n_initial","studies","Nullable(UInt32)"
"pmid","studies","Nullable(String)"
"pub_date","studies","Nullable(String)"
"pub_journal","studies","Nullable(String)"
"pub_title","studies","Nullable(String)"
"pub_author","studies","Nullable(String)"
"has_sumstats","studies","UInt8"
"trait_reported","studies","Nullable(String)"
"source","studies","Nullable(String)"
"trait_efos","studies","Array(String)"
"ancestry_initial","studies","Array(String)"
"ancestry_replication","studies","Array(String)"
"study_id","studies","String"
"n_replication","studies","Nullable(UInt32)"
"n_cases","studies","Nullable(UInt32)"
"trait_category","studies","Nullable(String)"
"num_assoc_loci","studies","Nullable(UInt32)"
"trait_reported","studies_log","String"
"num_assoc_loci","studies_log","Nullable(UInt32)"
"pub_date","studies_log","Nullable(String)"
"pub_journal","studies_log","Nullable(String)"
"pub_title","studies_log","Nullable(String)"
"pub_author","studies_log","Nullable(String)"
"has_sumstats","studies_log","UInt8"
"study_id","studies_log","String"
"source","studies_log","Nullable(String)"
"trait_efos","studies_log","Array(String)"
"ancestry_initial","studies_log","Array(String)"
"ancestry_replication","studies_log","Array(String)"
"n_initial","studies_log","Nullable(UInt32)"
"n_replication","studies_log","Nullable(UInt32)"
"n_cases","studies_log","Nullable(UInt32)"
"trait_category","studies_log","Nullable(String)"
